Channel,MSE_ratio
0,1.0
1,0.780980726481
2,0.780980726481
3,0.780980726481
4,0.780980726481
5,0.780980726481
6,0.780980726481
7,0.780980726481
8,0.780980726481
9,0.780980726481
10,0.780980726481
11,0.78097116846
12,0.78097116846
13,0.78097116846
14,0.78097116846
15,0.781066725833
16,0.781066725833
17,0.781066725833
18,0.781066725833
19,0.781066725833
20,0.781066725833
21,0.781066725833
22,0.781070477848
23,6.38022440812
