model_key experiment_key datetime dataset case MSE_prediction MSE_compare MSE_ratio
100 103 2017-07-24,17:38:23.780424 EG-CU.mat (0,395,427,457,6) 4.11679482832 13.3416831643 0.308566376342
101 104 2017-07-24,17:40:23.371512 EG-CU.mat (0,395,427,457,6) 7.06376247258 13.3416831643 0.529450623702
102 105 2017-07-24,17:41:17.175481 EG-CU.mat (0,395,427,457,6) 3.57752850787 13.3416831643 0.268146714609
103 106 2017-07-24,17:43:38.097303 EG-CU.mat (0,395,427,457,6) 5.14737253478 13.3416831643 0.385811330653
104 107 2017-07-24,17:44:54.046642 EG-CU.mat (0,395,427,457,6) 3.69181959582 13.3416831643 0.276713181564
105 108 2017-07-24,17:46:50.877014 EG-CU.mat (0,395,427,457,6) 4.07589496586 13.3416831643 0.305500806432
106 109 2017-07-24,17:47:49.097244 EG-CU.mat (0,395,427,457,6) 3.69868563097 13.3416831643 0.27722781192
107 110 2017-07-24,17:48:49.453855 EG-CU.mat (0,395,427,457,6) 3.88293550139 13.3416831643 0.291037903806
108 111 2017-07-24,17:49:45.290905 EG-CU.mat (0,395,427,457,6) 3.5512656098 13.3416831643 0.266178229992
109 112 2017-07-24,17:50:31.163700 EG-CU.mat (0,395,427,457,6) 4.03212326285 13.3416831643 0.30221998328
110 113 2017-07-24,17:51:48.523036 EG-CU.mat (0,395,427,457,6) 3.97577343963 13.3416831643 0.29799639151
111 114 2017-07-24,17:53:43.565129 EG-CU.mat (0,395,427,457,6) 3.71334753011 13.3416831643 0.278326766149
112 115 2017-07-24,17:54:44.633045 EG-CU.mat (0,395,427,457,6) 3.5936570051 13.3416831643 0.269355594856
113 116 2017-07-24,17:56:21.576061 EG-CU.mat (0,395,427,457,6) 4.7010555567 13.3416831643 0.352358506704
114 117 2017-07-24,17:56:57.900185 EG-CU.mat (0,395,427,457,6) 5.89796539189 13.3416831643 0.442070563305
115 118 2017-07-24,17:59:19.653508 EG-CU.mat (0,395,427,457,6) 4.20398494526 13.3416831643 0.315101542548
116 119 2017-07-24,18:00:38.157935 EG-CU.mat (0,395,427,457,6) 5.01258857219 13.3416831643 0.375708860003
117 120 2017-07-24,18:02:32.227804 EG-CU.mat (0,395,427,457,6) 5.32587646838 13.3416831643 0.399190746983
118 121 2017-07-24,18:03:57.577957 EG-CU.mat (0,395,427,457,6) 5.02223463797 13.3416831643 0.376431862166
119 122 2017-07-24,18:04:49.868015 EG-CU.mat (0,395,427,457,6) 4.16624910423 13.3416831643 0.312273125731
120 123 2017-07-24,18:05:33.588269 EG-CU.mat (0,395,427,457,6) 4.06192825294 13.3416831643 0.304453958538
121 124 2017-07-24,18:06:27.847027 EG-CU.mat (0,395,427,457,6) 3.65081696007 13.3416831643 0.273639908481
122 125 2017-07-24,18:07:36.299140 EG-CU.mat (0,395,427,457,6) 3.65076082436 13.3416831643 0.273635700938
123 126 2017-07-24,18:08:36.675966 EG-CU.mat (0,395,427,457,6) 3.87211314911 13.3416831643 0.290226735369
124 127 2017-07-24,18:09:41.535727 EG-CU.mat (0,395,427,457,6) 3.5844389028 13.3416831643 0.268664669866
125 128 2017-07-24,18:11:14.990055 EG-CU.mat (0,395,427,457,6) 3.6860320812 13.3416831643 0.276279389624
126 129 2017-07-24,18:12:36.538176 EG-CU.mat (0,395,427,457,6) 3.55714085659 13.3416831643 0.266618597727
127 130 2017-07-24,18:14:08.583686 EG-CU.mat (0,395,427,457,6) 3.71401556188 13.3416831643 0.278376837175
128 131 2017-07-24,18:15:02.395370 EG-CU.mat (0,395,427,457,6) 3.64542777295 13.3416831643 0.273235972407
129 132 2017-07-24,18:16:45.472506 EG-CU.mat (0,395,427,457,6) 3.61570592945 13.3416831643 0.27100822924
130 133 2017-07-24,18:17:46.200729 EG-CU.mat (0,395,427,457,6) 3.64748466267 13.3416831643 0.273390142588
131 134 2017-07-24,18:19:27.606563 EG-CU.mat (0,395,427,457,6) 4.71346971394 13.3416831643 0.353288985796
132 135 2017-07-24,18:20:51.700220 EG-CU.mat (0,395,427,457,6) 3.84445370473 13.3416831643 0.288153575331
133 136 2017-07-24,18:21:45.039469 EG-CU.mat (0,395,427,457,6) 3.97077488602 13.3416831643 0.297621734613
134 137 2017-07-24,18:23:07.322354 EG-CU.mat (0,395,427,457,6) 3.68395788113 13.3416831643 0.276123921979
135 138 2017-07-24,18:24:04.192643 EG-CU.mat (0,395,427,457,6) 4.73204609669 13.3416831643 0.354681342557
136 139 2017-07-24,18:25:10.792158 EG-CU.mat (0,395,427,457,6) 4.41828737291 13.3416831643 0.331164165608
137 140 2017-07-24,18:26:14.353323 EG-CU.mat (0,395,427,457,6) 3.75731788233 13.3416831643 0.281622478667
138 141 2017-07-24,18:35:56.059485 EG-CU.mat (0,395,427,457,6) 6.71004560092 13.3416831643 0.502938461233
139 142 2017-07-24,18:36:50.148542 EG-CU.mat (0,395,427,457,6) 3.88019358964 13.3416831643 0.290832389126
140 143 2017-07-24,18:38:38.124432 EG-CU.mat (0,395,427,457,6) 4.27299143467 13.3416831643 0.320273790199
141 144 2017-07-24,18:40:02.607172 EG-CU.mat (0,395,427,457,6) 3.97819628898 13.3416831643 0.298177991486
142 145 2017-07-24,18:40:59.789736 EG-CU.mat (0,395,427,457,6) 3.67513549526 13.3416831643 0.275462657147
143 146 2017-07-24,18:41:43.282963 EG-CU.mat (0,395,427,457,6) 4.31795771753 13.3416831643 0.323644150768
144 147 2017-07-24,18:43:35.881118 EG-CU.mat (0,395,427,457,6) 3.8106757999 13.3416831643 0.28562181795
145 148 2017-07-24,18:45:03.904766 EG-CU.mat (0,395,427,457,6) 3.80412532877 13.3416831643 0.285130840084
146 149 2017-07-24,18:46:41.364281 EG-CU.mat (0,395,427,457,6) 3.70219368144 13.3416831643 0.277490751043
147 150 2017-07-24,18:47:49.398582 EG-CU.mat (0,395,427,457,6) 3.54896881171 13.3416831643 0.266006077944
148 151 2017-07-24,18:48:51.376393 EG-CU.mat (0,395,427,457,6) 3.81770105124 13.3416831643 0.286148382046
149 152 2017-07-24,18:50:23.398995 EG-CU.mat (0,395,427,457,6) 3.51377946681 13.3416831643 0.263368528808
150 153 2017-07-24,18:51:49.083533 EG-CU.mat (0,395,427,457,6) 3.56157205369 13.3416831643 0.266950729516
151 154 2017-07-24,18:52:54.800968 EG-CU.mat (0,395,427,457,6) 3.57572214744 13.3416831643 0.268011322365
152 155 2017-07-24,18:53:58.131345 EG-CU.mat (0,395,427,457,6) 3.58623246444 13.3416831643 0.268799102802
153 156 2017-07-24,18:55:19.834982 EG-CU.mat (0,395,427,457,6) 4.61483615402 13.3416831643 0.345896098505
154 157 2017-07-24,18:56:43.696572 EG-CU.mat (0,395,427,457,6) 3.75198982813 13.3416831643 0.281223124692
155 158 2017-07-24,18:58:15.743508 EG-CU.mat (0,395,427,457,6) 3.84579627277 13.3416831643 0.288254204916
156 159 2017-07-24,18:59:39.383127 EG-CU.mat (0,395,427,457,6) 3.69735425163 13.3416831643 0.277128020962
157 160 2017-07-24,19:00:49.103674 EG-CU.mat (0,395,427,457,6) 3.57248019561 13.3416831643 0.267768328149
158 161 2017-07-24,19:01:40.879775 EG-CU.mat (0,395,427,457,6) 3.72647566856 13.3416831643 0.279310760319
159 162 2017-07-24,19:03:02.802090 EG-CU.mat (0,395,427,457,6) 3.52913600892 13.3416831643 0.264519548655
160 163 2017-07-24,19:04:32.254942 EG-CU.mat (0,395,427,457,6) 3.90953815769 13.3416831643 0.293031854343
161 164 2017-07-24,19:05:59.878042 EG-CU.mat (0,395,427,457,6) 3.53487392009 13.3416831643 0.264949622664
162 165 2017-07-24,19:07:21.640747 EG-CU.mat (0,395,427,457,6) 3.52576667589 13.3416831643 0.264267006829
163 166 2017-07-24,19:08:45.866748 EG-CU.mat (0,395,427,457,6) 3.91264994652 13.3416831643 0.293265092442
164 167 2017-07-24,19:12:16.423647 EG-CU.mat (0,395,427,457,6) 3.89497716448 13.3416831643 0.291940463321
165 168 2017-07-24,19:14:13.827323 EG-CU.mat (0,395,427,457,6) 4.53366279244 13.3416831643 0.339811906534
166 169 2017-07-24,19:15:35.586534 EG-CU.mat (0,395,427,457,6) 3.51025910204 13.3416831643 0.26310466669
167 170 2017-07-24,19:17:20.593479 EG-CU.mat (0,395,427,457,6) 3.92966869848 13.3416831643 0.294540700006
168 171 2017-07-24,19:18:42.487391 EG-CU.mat (0,395,427,457,6) 3.53737320457 13.3416831643 0.265136951688
169 172 2017-07-24,19:19:46.810328 EG-CU.mat (0,395,427,457,6) 3.74646998804 13.3416831643 0.280809395778
170 173 2017-07-24,19:20:44.981016 EG-CU.mat (0,395,427,457,6) 4.47367266532 13.3416831643 0.335315462841
171 174 2017-07-24,19:21:46.480850 EG-CU.mat (0,395,427,457,6) 3.72713146596 13.3416831643 0.279359914342
172 175 2017-07-24,19:24:35.003191 EG-CU.mat (0,395,427,457,6) 3.78204721782 13.3416831643 0.283476018073
173 176 2017-07-24,19:26:06.322396 EG-CU.mat (0,395,427,457,6) 3.76013803499 13.3416831643 0.281833857743
174 177 2017-07-24,19:27:36.558052 EG-CU.mat (0,395,427,457,6) 3.48887442805 13.3416831643 0.261501819904
175 178 2017-07-24,19:28:47.347658 EG-CU.mat (0,395,427,457,6) 3.47666442786 13.3416831643 0.260586643007
176 179 2017-07-24,19:33:36.972485 EG-CU.mat (0,395,427,457,6) 3.65924835371 13.3416831643 0.274271867248
177 180 2017-07-24,19:39:00.643430 EG-CU.mat (0,395,427,457,6) 5.28268539499 13.3416831643 0.395953443799
178 181 2017-07-24,19:40:49.607366 EG-CU.mat (0,395,427,457,6) 4.12937594189 13.3416831643 0.309509369323
179 182 2017-07-24,19:42:51.790386 EG-CU.mat (0,395,427,457,6) 8.26138578188 13.3416831643 0.619216157372
180 183 2017-07-24,19:44:44.685603 EG-CU.mat (0,395,427,457,6) 3.86357843694 13.3416831643 0.289587032562
181 184 2017-07-24,19:46:36.039023 EG-CU.mat (0,395,427,457,6) 3.89312601332 13.3416831643 0.291801713874
182 185 2017-07-24,19:48:36.073892 EG-CU.mat (0,395,427,457,6) 3.81600606468 13.3416831643 0.286021337614
183 186 2017-07-24,19:49:38.009993 EG-CU.mat (0,395,427,457,6) 3.80445335321 13.3416831643 0.28515542652
184 187 2017-07-24,19:50:27.973299 EG-CU.mat (0,395,427,457,6) 3.87881742845 13.3416831643 0.290729241632
185 188 2017-07-24,19:51:13.175380 EG-CU.mat (0,395,427,457,6) 6.16145894973 13.3416831643 0.461820212176
186 189 2017-07-24,19:52:49.300649 EG-CU.mat (0,395,427,457,6) 4.74023936457 13.3416831643 0.355295453069
187 190 2017-07-24,19:54:09.565865 EG-CU.mat (0,395,427,457,6) 4.12568863487 13.3416831643 0.309232994373
188 191 2017-07-24,19:55:04.503703 EG-CU.mat (0,395,427,457,6) 3.97593970176 13.3416831643 0.298008853365
189 192 2017-07-24,19:57:18.255717 EG-CU.mat (0,395,427,457,6) 3.77134403466 13.3416831643 0.282673781727
190 193 2017-07-24,19:58:26.716891 EG-CU.mat (0,395,427,457,6) 3.5392803688 13.3416831643 0.265279899485
191 194 2017-07-24,19:59:30.744144 EG-CU.mat (0,395,427,457,6) 3.82275283402 13.3416831643 0.286527028632
192 195 2017-07-24,20:00:23.348283 EG-CU.mat (0,395,427,457,6) 4.65820733391 13.3416831643 0.349146901222
193 196 2017-07-24,20:02:26.653809 EG-CU.mat (0,395,427,457,6) 3.82181059419 13.3416831643 0.286456404871
194 197 2017-07-24,20:04:22.113219 EG-CU.mat (0,395,427,457,6) 3.7826951716 13.3416831643 0.283524584193
195 198 2017-07-24,20:05:29.638868 EG-CU.mat (0,395,427,457,6) 3.9765759603 13.3416831643 0.29805654289
196 199 2017-07-24,20:06:46.562181 EG-CU.mat (0,395,427,457,6) 4.03253912819 13.3416831643 0.302251153661
197 200 2017-07-24,20:07:51.799254 EG-CU.mat (0,395,427,457,6) 3.78951501488 13.3416831643 0.284035752326
198 201 2017-07-24,20:09:20.153135 EG-CU.mat (0,395,427,457,6) 3.76946221233 13.3416831643 0.282532733381
199 202 2017-07-24,20:11:50.247794 EG-CU.mat (0,395,427,457,6) 3.96514266857 13.3416831643 0.297199582671
200 203 2017-07-24,20:14:01.809446 EG-CU.mat (0,395,427,457,6) 3.7999192473 13.3416831643 0.2848155814
201 204 2017-07-24,20:15:24.716380 EG-CU.mat (0,395,427,457,6) 3.54791934778 13.3416831643 0.265927417409
202 205 2017-07-24,20:19:29.153712 EG-CU.mat (0,395,427,457,6) 5.40740631116 13.3416831643 0.405301658311
203 206 2017-07-24,20:20:31.080986 EG-CU.mat (0,395,427,457,6) 4.6258841939 13.3416831643 0.346724182918
204 207 2017-07-24,20:21:49.315996 EG-CU.mat (0,395,427,457,6) 3.54480046409 13.3416831643 0.265693647528
205 208 2017-07-24,20:23:36.926949 EG-CU.mat (0,395,427,457,6) 3.49846759939 13.3416831643 0.262220857466
206 209 2017-07-24,20:25:02.167050 EG-CU.mat (0,395,427,457,6) 3.53859552158 13.3416831643 0.26522856809
207 210 2017-07-24,20:26:34.541530 EG-CU.mat (0,395,427,457,6) 4.07292707163 13.3416831643 0.305278353673
208 211 2017-07-24,20:28:06.418240 EG-CU.mat (0,395,427,457,6) 3.64216491594 13.3416831643 0.272991411285
209 212 2017-07-24,20:29:14.393623 EG-CU.mat (0,395,427,457,6) 3.71876740843 13.3416831643 0.278733002623
210 213 2017-07-24,20:30:55.092734 EG-CU.mat (0,395,427,457,6) 3.51417926441 13.3416831643 0.263398494862
211 214 2017-07-24,20:32:09.139280 EG-CU.mat (0,395,427,457,6) 3.83164161326 13.3416831643 0.28719326985
212 215 2017-07-24,20:34:13.716768 EG-CU.mat (0,395,427,457,6) 3.59732458256 13.3416831643 0.269630491015
213 216 2017-07-24,20:35:59.271622 EG-CU.mat (0,395,427,457,6) 3.57860425257 13.3416831643 0.268227344968
214 217 2017-07-24,20:37:36.349563 EG-CU.mat (0,395,427,457,6) 3.93640437453 13.3416831643 0.295045559548
215 218 2017-07-24,20:39:34.779618 EG-CU.mat (0,395,427,457,6) 3.97563117376 13.3416831643 0.297985728247
216 219 2017-07-24,20:41:11.568776 EG-CU.mat (0,395,427,457,6) 3.54801831347 13.3416831643 0.26593483519
217 220 2017-07-24,20:42:38.175529 EG-CU.mat (0,395,427,457,6) 4.00549065593 13.3416831643 0.300223787853
218 221 2017-07-24,20:44:01.300130 EG-CU.mat (0,395,427,457,6) 3.95130788724 13.3416831643 0.296162623454
219 222 2017-07-24,20:45:03.822839 EG-CU.mat (0,395,427,457,6) 3.69191738577 13.3416831643 0.276720511221
220 223 2017-07-24,20:46:24.935105 EG-CU.mat (0,395,427,457,6) 3.78997354576 13.3416831643 0.284070120619
221 224 2017-07-24,20:47:37.206778 EG-CU.mat (0,395,427,457,6) 3.7212105856 13.3416831643 0.278916126232
222 225 2017-07-24,20:49:10.472732 EG-CU.mat (0,395,427,457,6) 3.57374943556 13.3416831643 0.26786346157
223 226 2017-07-24,20:50:28.318222 EG-CU.mat (0,395,427,457,6) 3.72965397084 13.3416831643 0.279548983806
224 227 2017-07-24,20:52:12.317907 EG-CU.mat (0,395,427,457,6) 3.81094816459 13.3416831643 0.285642232517
225 228 2017-07-24,20:53:47.639113 EG-CU.mat (0,395,427,457,6) 3.61182984423 13.3416831643 0.270717704786
226 229 2017-07-24,20:55:05.839853 EG-CU.mat (0,395,427,457,6) 3.77509821903 13.3416831643 0.282955169339
