model_key experiment_key datetime comment1 comment2 comment3 dataset case_tuple case compare_MSE prediction_MSE MSE_ratio model_type model_subtype data_dir result_dir predict_days label_as_signal input_len epochs batch_size learning_rate training_time layers num_params extreme_detail
0 0 2017-10-1712:38:48.595124 integrated_test 0.760734055301 True SY-MA.mat (0,212,244,273,0) 0 582.312076528 1040.27807117 1.78646144069 CNN CNN /home/schin/Mercury/Chin/DATA/2017-05-04_data/ /home/schin/Mercury/Chin/Results/integrated_test/0/case0/ 3 True 30 3000 19 3.09e-05 195.95765256881714 ['Conv1D','MaxPooling1D','Dropout','Conv1D','Dropout','Conv1D','MaxPooling1D','Flatten','Dense'] 46351 [{'class_name':'Conv1D','config':{'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}},'batch_input_shape':[None,30,2],'kernel_size':[7],'filters':50,'bias_initializer':{'class_name':'Zeros','config':{}},'use_bias':True,'name':'conv1d_1','activity_regularizer':None,'trainable':True,'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'bias_regularizer':None,'padding':'valid','kernel_constraint':None,'activation':'relu','dilation_rate':[1],'dtype':'float32','bias_constraint':None,'strides':[1]}},{'class_name':'MaxPooling1D','config':{'name':'max_pooling1d_1','trainable':True,'strides':[2],'padding':'valid','pool_size':[2]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.7607340553005253,'name':'dropout_1'}},{'class_name':'Conv1D','config':{'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}},'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'filters':100,'kernel_size':[3],'use_bias':True,'name':'conv1d_2','activity_regularizer':None,'trainable':True,'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'bias_regularizer':None,'padding':'valid','kernel_constraint':None,'activation':'relu','bias_constraint':None,'strides':[1]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.7607340553005253,'name':'dropout_2'}},{'class_name':'Conv1D','config':{'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}},'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'filters':100,'kernel_size':[3],'use_bias':True,'name':'conv1d_3','activity_regularizer':None,'trainable':True,'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'bias_regularizer':None,'padding':'valid','kernel_constraint':None,'activation':'relu','bias_constraint':None,'strides':[1]}},{'class_name':'MaxPooling1D','config':{'name':'max_pooling1d_2','trainable':True,'strides':[2],'padding':'valid','pool_size':[2]}},{'class_name':'Flatten','config':{'trainable':True,'name':'flatten_1'}},{'class_name':'Dense','config':{'bias_constraint':None,'activity_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'use_bias':True,'name':'dense_1','units':1,'trainable':True,'kernel_regularizer':None,'bias_regularizer':None,'kernel_constraint':None,'activation':'relu','kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}}}}]
1 1 2017-10-1712:41:56.705993 integrated_test 0.711206669448 False SY-MA.mat (0,212,244,273,0) 0 582.312076528 1051.75857289 1.80617681702 CNN CNN /home/schin/Mercury/Chin/DATA/2017-05-04_data/ /home/schin/Mercury/Chin/Results/integrated_test/0/case0/ 3 True 30 3000 19 3.09e-05 187.78449010849 ['Conv1D','MaxPooling1D','Dropout','Conv1D','Dropout','Conv1D','MaxPooling1D','Flatten','Dense'] 46351 [{'class_name':'Conv1D','config':{'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}},'batch_input_shape':[None,30,2],'kernel_size':[7],'filters':50,'bias_initializer':{'class_name':'Zeros','config':{}},'use_bias':True,'name':'conv1d_4','activity_regularizer':None,'trainable':True,'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'bias_regularizer':None,'padding':'valid','kernel_constraint':None,'activation':'relu','dilation_rate':[1],'dtype':'float32','bias_constraint':None,'strides':[1]}},{'class_name':'MaxPooling1D','config':{'name':'max_pooling1d_3','trainable':True,'strides':[2],'padding':'valid','pool_size':[2]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.7112066694481001,'name':'dropout_3'}},{'class_name':'Conv1D','config':{'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}},'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'filters':100,'kernel_size':[3],'use_bias':True,'name':'conv1d_5','activity_regularizer':None,'trainable':True,'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'bias_regularizer':None,'padding':'valid','kernel_constraint':None,'activation':'relu','bias_constraint':None,'strides':[1]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.7112066694481001,'name':'dropout_4'}},{'class_name':'Conv1D','config':{'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}},'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'filters':100,'kernel_size':[3],'use_bias':True,'name':'conv1d_6','activity_regularizer':None,'trainable':True,'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'bias_regularizer':None,'padding':'valid','kernel_constraint':None,'activation':'relu','bias_constraint':None,'strides':[1]}},{'class_name':'MaxPooling1D','config':{'name':'max_pooling1d_4','trainable':True,'strides':[2],'padding':'valid','pool_size':[2]}},{'class_name':'Flatten','config':{'trainable':True,'name':'flatten_2'}},{'class_name':'Dense','config':{'bias_constraint':None,'activity_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'use_bias':True,'name':'dense_2','units':1,'trainable':True,'kernel_regularizer':None,'bias_regularizer':None,'kernel_constraint':None,'activation':'relu','kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}}}}]
2 2 2017-10-1712:45:17.247059 integrated_test 0.528108554744 True EG-MA.mat (0,212,244,273,0) 0 41.0519407525 78.9475941032 1.9231147823 CNN CNN /home/schin/Mercury/Chin/DATA/2017-05-04_data/ /home/schin/Mercury/Chin/Results/integrated_test/0/case0/ 3 True 30 3000 19 3.09e-05 200.1273708343506 ['Conv1D','MaxPooling1D','Dropout','Conv1D','Dropout','Conv1D','MaxPooling1D','Flatten','Dense'] 54051 [{'class_name':'Conv1D','config':{'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}},'batch_input_shape':[None,30,24],'kernel_size':[7],'filters':50,'bias_initializer':{'class_name':'Zeros','config':{}},'use_bias':True,'name':'conv1d_7','activity_regularizer':None,'trainable':True,'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'bias_regularizer':None,'padding':'valid','kernel_constraint':None,'activation':'relu','dilation_rate':[1],'dtype':'float32','bias_constraint':None,'strides':[1]}},{'class_name':'MaxPooling1D','config':{'name':'max_pooling1d_5','trainable':True,'strides':[2],'padding':'valid','pool_size':[2]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.5281085547439488,'name':'dropout_5'}},{'class_name':'Conv1D','config':{'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}},'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'filters':100,'kernel_size':[3],'use_bias':True,'name':'conv1d_8','activity_regularizer':None,'trainable':True,'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'bias_regularizer':None,'padding':'valid','kernel_constraint':None,'activation':'relu','bias_constraint':None,'strides':[1]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.5281085547439488,'name':'dropout_6'}},{'class_name':'Conv1D','config':{'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}},'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'filters':100,'kernel_size':[3],'use_bias':True,'name':'conv1d_9','activity_regularizer':None,'trainable':True,'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'bias_regularizer':None,'padding':'valid','kernel_constraint':None,'activation':'relu','bias_constraint':None,'strides':[1]}},{'class_name':'MaxPooling1D','config':{'name':'max_pooling1d_6','trainable':True,'strides':[2],'padding':'valid','pool_size':[2]}},{'class_name':'Flatten','config':{'trainable':True,'name':'flatten_3'}},{'class_name':'Dense','config':{'bias_constraint':None,'activity_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'use_bias':True,'name':'dense_3','units':1,'trainable':True,'kernel_regularizer':None,'bias_regularizer':None,'kernel_constraint':None,'activation':'relu','kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','seed':None,'distribution':'uniform','scale':1.0}}}}]
dummy 3 dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy dummy
3 4 2017-10-2010:27:21.029167 integrated_test_for_real 0.151899593475 True SY-MA.mat (0,212,244,273,0) 0 582.312076528 1329.28187648 2.28276542779 CNN CNN /home/schin/Mercury/Chin/DATA/2017-05-04_data/ /home/schin/Mercury/Chin/Results/integrated_test/0/case0/ 3 True 30 3000 19 3.09e-05 220.81294894218445 ['Conv1D','MaxPooling1D','Dropout','Conv1D','Dropout','Conv1D','MaxPooling1D','Flatten','Dense'] 46351 [{'class_name':'Conv1D','config':{'dtype':'float32','kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'padding':'valid','kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'batch_input_shape':[None,30,2],'activation':'relu','kernel_size':[7],'bias_regularizer':None,'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'filters':50,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_1','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_1','strides':[2]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.15189959347457083,'name':'dropout_1'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_2','strides':[1]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.15189959347457083,'name':'dropout_2'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_3','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_2','strides':[2]}},{'class_name':'Flatten','config':{'trainable':True,'name':'flatten_1'}},{'class_name':'Dense','config':{'kernel_regularizer':None,'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'kernel_constraint':None,'activation':'relu','bias_regularizer':None,'trainable':True,'activity_regularizer':None,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'units':1,'bias_constraint':None,'name':'dense_1'}}]
4 5 2017-10-2010:29:45.456317 integrated_test_for_real 0.0953659888905 False SY-MA.mat (0,212,244,273,0) 0 582.312076528 926.486804049 1.5910485827 CNN CNN /home/schin/Mercury/Chin/DATA/2017-05-04_data/ /home/schin/Mercury/Chin/Results/integrated_test/0/case0/ 3 True 30 3000 19 3.09e-05 144.12052273750305 ['Conv1D','MaxPooling1D','Dropout','Conv1D','Dropout','Conv1D','MaxPooling1D','Flatten','Dense'] 46351 [{'class_name':'Conv1D','config':{'dtype':'float32','kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'padding':'valid','kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'batch_input_shape':[None,30,2],'activation':'relu','kernel_size':[7],'bias_regularizer':None,'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'filters':50,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_4','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_3','strides':[2]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.09536598889053527,'name':'dropout_3'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_5','strides':[1]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.09536598889053527,'name':'dropout_4'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_6','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_4','strides':[2]}},{'class_name':'Flatten','config':{'trainable':True,'name':'flatten_2'}},{'class_name':'Dense','config':{'kernel_regularizer':None,'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'kernel_constraint':None,'activation':'relu','bias_regularizer':None,'trainable':True,'activity_regularizer':None,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'units':1,'bias_constraint':None,'name':'dense_2'}}]
5 6 2017-10-2010:31:58.046901 integrated_test_for_real 0.45316794561 True SY-MA.mat (0,212,244,273,0) 0 582.312076528 1361.28195467 2.33771891317 CNN CNN /home/schin/Mercury/Chin/DATA/2017-05-04_data/ /home/schin/Mercury/Chin/Results/integrated_test/0/case0/ 3 True 30 3000 19 3.09e-05 132.17979335784912 ['Conv1D','MaxPooling1D','Dropout','Conv1D','Dropout','Conv1D','MaxPooling1D','Flatten','Dense'] 46351 [{'class_name':'Conv1D','config':{'dtype':'float32','kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'padding':'valid','kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'batch_input_shape':[None,30,2],'activation':'relu','kernel_size':[7],'bias_regularizer':None,'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'filters':50,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_7','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_5','strides':[2]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.4531679456099985,'name':'dropout_5'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_8','strides':[1]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.4531679456099985,'name':'dropout_6'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_9','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_6','strides':[2]}},{'class_name':'Flatten','config':{'trainable':True,'name':'flatten_3'}},{'class_name':'Dense','config':{'kernel_regularizer':None,'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'kernel_constraint':None,'activation':'relu','bias_regularizer':None,'trainable':True,'activity_regularizer':None,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'units':1,'bias_constraint':None,'name':'dense_3'}}]
6 7 2017-10-2010:34:08.444980 integrated_test_for_real 0.510327504528 False SY-MA.mat (0,212,244,273,0) 0 582.312076528 1159.14067379 1.9905832637 CNN CNN /home/schin/Mercury/Chin/DATA/2017-05-04_data/ /home/schin/Mercury/Chin/Results/integrated_test/0/case0/ 3 True 30 3000 19 3.09e-05 130.05488419532776 ['Conv1D','MaxPooling1D','Dropout','Conv1D','Dropout','Conv1D','MaxPooling1D','Flatten','Dense'] 46351 [{'class_name':'Conv1D','config':{'dtype':'float32','kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'padding':'valid','kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'batch_input_shape':[None,30,2],'activation':'relu','kernel_size':[7],'bias_regularizer':None,'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'filters':50,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_10','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_7','strides':[2]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.5103275045283903,'name':'dropout_7'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_11','strides':[1]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.5103275045283903,'name':'dropout_8'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_12','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_8','strides':[2]}},{'class_name':'Flatten','config':{'trainable':True,'name':'flatten_4'}},{'class_name':'Dense','config':{'kernel_regularizer':None,'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'kernel_constraint':None,'activation':'relu','bias_regularizer':None,'trainable':True,'activity_regularizer':None,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'units':1,'bias_constraint':None,'name':'dense_4'}}]
7 8 2017-10-2010:36:18.562282 integrated_test_for_real 0.784797613848 True SY-MA.mat (0,212,244,273,0) 0 582.312076528 1147.66760349 1.9708806493 CNN CNN /home/schin/Mercury/Chin/DATA/2017-05-04_data/ /home/schin/Mercury/Chin/Results/integrated_test/0/case0/ 3 True 30 3000 19 3.09e-05 129.8062777519226 ['Conv1D','MaxPooling1D','Dropout','Conv1D','Dropout','Conv1D','MaxPooling1D','Flatten','Dense'] 46351 [{'class_name':'Conv1D','config':{'dtype':'float32','kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'padding':'valid','kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'batch_input_shape':[None,30,2],'activation':'relu','kernel_size':[7],'bias_regularizer':None,'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'filters':50,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_13','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_9','strides':[2]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.7847976138478994,'name':'dropout_9'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_14','strides':[1]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.7847976138478994,'name':'dropout_10'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_15','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_10','strides':[2]}},{'class_name':'Flatten','config':{'trainable':True,'name':'flatten_5'}},{'class_name':'Dense','config':{'kernel_regularizer':None,'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'kernel_constraint':None,'activation':'relu','bias_regularizer':None,'trainable':True,'activity_regularizer':None,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'units':1,'bias_constraint':None,'name':'dense_5'}}]
8 9 2017-10-2010:38:33.463353 integrated_test_for_real 0.736571770552 False SY-MA.mat (0,212,244,273,0) 0 582.312076528 1070.10030946 1.83767493857 CNN CNN /home/schin/Mercury/Chin/DATA/2017-05-04_data/ /home/schin/Mercury/Chin/Results/integrated_test/0/case0/ 3 True 30 3000 19 3.09e-05 134.48592257499695 ['Conv1D','MaxPooling1D','Dropout','Conv1D','Dropout','Conv1D','MaxPooling1D','Flatten','Dense'] 46351 [{'class_name':'Conv1D','config':{'dtype':'float32','kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'padding':'valid','kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'batch_input_shape':[None,30,2],'activation':'relu','kernel_size':[7],'bias_regularizer':None,'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'filters':50,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_16','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_11','strides':[2]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.7365717705517751,'name':'dropout_11'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_17','strides':[1]}},{'class_name':'Dropout','config':{'trainable':True,'rate':0.7365717705517751,'name':'dropout_12'}},{'class_name':'Conv1D','config':{'kernel_regularizer':{'class_name':'L1L2','config':{'l2':0.0,'l1':0.0}},'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'padding':'valid','activation':'relu','kernel_size':[3],'bias_regularizer':None,'bias_initializer':{'class_name':'Zeros','config':{}},'dilation_rate':[1],'trainable':True,'activity_regularizer':None,'use_bias':True,'filters':100,'kernel_constraint':None,'bias_constraint':None,'name':'conv1d_18','strides':[1]}},{'class_name':'MaxPooling1D','config':{'trainable':True,'padding':'valid','pool_size':[2],'name':'max_pooling1d_12','strides':[2]}},{'class_name':'Flatten','config':{'trainable':True,'name':'flatten_6'}},{'class_name':'Dense','config':{'kernel_regularizer':None,'kernel_initializer':{'class_name':'VarianceScaling','config':{'mode':'fan_avg','distribution':'uniform','seed':None,'scale':1.0}},'kernel_constraint':None,'activation':'relu','bias_regularizer':None,'trainable':True,'activity_regularizer':None,'use_bias':True,'bias_initializer':{'class_name':'Zeros','config':{}},'units':1,'bias_constraint':None,'name':'dense_6'}}]
